model,condition,example_id,raw_output_len_chars,extracted_code_len_chars,flags,warning,error
qwen2.5-coder:32b,no_review,crn-009956,2447,355,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005167,2002,627,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011474,1989,409,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013491,1878,418,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001440,1883,524,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001973,2832,365,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007007,1788,256,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011724,1999,244,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003427,866,364,unclosed_code_fence,extracted_from_code_fence,
qwen2.5-coder:32b,no_review,crn-012081,1950,281,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-008367,2455,585,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000052,1936,870,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000059,2228,338,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000665,2882,876,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011146,2630,883,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002009,2051,1005,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009355,2117,391,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003047,1967,271,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007503,2478,758,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007509,2337,614,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004888,2482,291,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009146,2380,438,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004746,2036,444,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006889,2163,490,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004904,1969,218,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011207,2217,465,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011400,1869,753,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007262,1865,563,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013488,2667,596,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014942,2479,836,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001422,2008,239,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014921,2518,348,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005780,1908,306,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007009,2065,610,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-008947,1626,315,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009806,2566,315,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005496,2040,463,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013702,2504,634,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000353,2497,723,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010748,2146,236,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000295,2814,817,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007280,2558,243,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007310,2715,629,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000325,2479,269,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001676,2438,228,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007703,2514,1145,unclosed_code_fence;near_num_predict_char_risk,extracted_from_code_fence,
qwen2.5-coder:32b,no_review,crn-009203,2081,608,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006932,1852,213,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003009,1642,352,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012831,1822,371,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004411,2002,393,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006428,2193,934,unclosed_code_fence;near_num_predict_char_risk,extracted_from_code_fence,
qwen2.5-coder:32b,no_review,crn-005681,2434,589,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-008688,1822,243,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012538,1750,319,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009312,2064,175,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010214,2413,675,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003939,2443,432,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004042,1786,326,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010618,2143,746,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003222,2011,358,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005275,1882,385,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009987,2192,363,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007734,2059,303,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000580,2453,426,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000850,2354,317,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013615,2687,522,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005059,2246,501,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013665,1821,235,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006335,2037,244,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012284,1900,513,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001472,1887,202,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001655,2319,292,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004051,1919,886,unclosed_code_fence;near_num_predict_char_risk,extracted_from_code_fence,
qwen2.5-coder:32b,no_review,crn-013752,2545,646,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003631,2391,495,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001468,2177,651,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000496,2485,447,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013930,2575,906,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006435,2772,279,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005498,2215,389,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009463,2178,473,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002089,1868,460,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013447,2079,300,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006295,1997,1095,unclosed_code_fence;near_num_predict_char_risk,extracted_from_code_fence,
qwen2.5-coder:32b,no_review,crn-012755,2257,343,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010015,2420,604,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013870,2472,519,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000468,2473,416,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009770,2387,312,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005978,2470,737,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001811,2376,558,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003675,2012,837,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000855,2516,423,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011094,1897,284,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014112,2122,250,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011831,1632,814,unclosed_code_fence,extracted_from_code_fence,
qwen2.5-coder:32b,no_review,crn-013674,1967,603,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000069,2292,778,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004512,2457,108,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001994,1810,616,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011350,2205,668,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012263,2049,241,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005390,2371,513,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000809,2421,472,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002761,2089,717,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005371,2795,876,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002601,1928,529,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003698,2029,294,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000099,2616,362,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010021,1863,390,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001928,2370,441,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009939,2129,118,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-008738,2617,443,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014010,1815,673,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013731,2173,869,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011603,1900,884,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006226,1806,507,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011115,2302,278,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006938,2049,286,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005442,2137,374,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006204,1941,389,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004085,1924,359,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014684,2544,535,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009198,2368,385,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012441,2245,473,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005775,2061,330,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006451,2117,278,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001447,2489,315,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013378,1899,283,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004976,2294,531,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002078,860,381,unclosed_code_fence,extracted_from_code_fence,
qwen2.5-coder:32b,no_review,crn-007018,1906,1321,unclosed_code_fence;near_num_predict_char_risk,extracted_from_code_fence,
qwen2.5-coder:32b,no_review,crn-001043,2729,363,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005144,2028,415,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006078,1910,422,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003899,2083,297,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002505,1528,178,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003470,2397,201,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003866,2308,471,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007731,2060,346,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009536,2584,593,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012112,2521,331,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011794,2263,380,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005196,2211,366,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003893,2097,254,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002022,2240,539,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005027,1995,653,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010950,2582,344,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012641,1948,363,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013631,2545,649,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004680,2043,296,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012056,2032,557,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-008175,736,735,unclosed_code_fence,no_code_fence_used_raw_text,
qwen2.5-coder:32b,no_review,crn-010768,2044,340,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004133,1775,112,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010112,2881,518,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009729,2463,555,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003501,2135,649,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001863,2257,400,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003496,2110,575,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009263,1790,305,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005291,2032,313,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013981,2220,299,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009033,1890,291,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004010,1983,424,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005341,2213,263,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012952,1844,403,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014307,2053,204,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012017,2236,773,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004576,2232,482,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001553,2612,476,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010853,250,249,unclosed_code_fence,no_code_fence_used_raw_text,
qwen2.5-coder:32b,no_review,crn-014866,2426,771,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002325,1808,689,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000438,2078,459,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013003,1959,483,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000066,477,381,unclosed_code_fence,extracted_from_code_fence,
qwen2.5-coder:32b,no_review,crn-009043,2209,328,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002509,1876,598,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002608,1697,352,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013703,2504,634,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010607,1762,493,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012353,1635,234,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001145,2234,348,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001796,2229,806,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005438,2141,318,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-008710,1796,486,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006356,2029,294,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006710,2131,382,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-008160,2039,342,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-008172,2644,897,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007838,2054,164,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004881,1762,441,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011763,1995,408,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005868,2127,485,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005517,2031,416,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010735,2123,287,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006466,2416,237,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011802,2275,386,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010120,2210,793,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011409,1771,518,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-005116,2091,250,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-001968,2288,322,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-013376,1944,293,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003300,2047,322,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-004581,2298,421,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-000880,2733,217,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-008968,2139,1051,unclosed_code_fence;near_num_predict_char_risk,extracted_from_code_fence,
qwen2.5-coder:32b,no_review,crn-004735,2065,339,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-002326,1757,663,unclosed_code_fence,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-003800,2166,595,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010822,2003,389,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012581,1978,235,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011053,2367,433,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-007272,2137,317,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-010620,2143,746,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009963,2326,470,near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-011014,2705,543,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-012040,2201,308,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-009888,2660,271,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-014813,2214,886,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006671,2223,569,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
qwen2.5-coder:32b,no_review,crn-006250,1899,711,unclosed_code_fence;near_num_predict_char_risk,multiple_code_fences_used_longest,
